concept:name;case:concept:name;time:timestamp;end;type;user;travel_start;travel_end;cost
confirm travel expense report;3422;04.09.17 07:37;04.09.17 07:37;Employee;JV2762;18.08.17;21.08.17;
decide on travel expense approval;3422;04.09.17 14:03;04.09.17 14:06;Manager;JH852;18.08.17;21.08.17;
calculate payments;3422;21.09.17 09:20;21.09.17 10:07;Accounting;GR7476;18.08.17;21.08.17;300,19
send original documents to archive;3422;25.09.17 06:59;25.09.17 07:32;Employee;JV2762;18.08.17;21.08.17;
pay expenses;3422;11.10.17 09:31;11.10.17 09:40;Accounting;GR7476;18.08.17;21.08.17;37,19
file travel request;3425;03.05.17 16:22;03.05.17 16:47;Employee;TE1793;01.09.17;05.09.17;399,97
check if travel request needs preliminary price inquiry;3425;03.05.17 16:47;03.05.17 16:47;;;01.09.17;05.09.17;
decide on approval requirements;3425;03.05.17 16:47;03.05.17 16:47;;;01.09.17;05.09.17;
check if booking is necessary;3425;11.05.17 12:33;11.05.17 12:39;Travel Department;KS9688;01.09.17;05.09.17;
prepare booking proposal;3425;18.05.17 15:40;18.05.17 17:37;Travel Department;KS9688;01.09.17;05.09.17;
send booking proposal to employee;3425;26.05.17 16:54;26.05.17 16:57;Travel Department;KS9688;01.09.17;05.09.17;
check booking proposal;3425;26.05.17 20:46;26.05.17 20:51;Employee;TE1793;01.09.17;05.09.17;
check if travel request is still needed and up to date;3425;31.05.17 22:52;31.05.17 23:14;Employee;TE1793;01.09.17;05.09.17;
request update of the booking proposal;3425;01.06.17 06:59;01.06.17 07:00;Employee;TE1793;01.09.17;05.09.17;
prepare booking proposal;3425;09.06.17 10:13;09.06.17 11:44;Travel Department;KS9688;01.09.17;05.09.17;
send booking proposal to employee;3425;19.06.17 15:09;19.06.17 15:11;Travel Department;KS9688;01.09.17;05.09.17;
check booking proposal;3425;19.06.17 16:52;19.06.17 17:03;Employee;TE1793;01.09.17;05.09.17;
book travel;3425;28.06.17 08:59;28.06.17 10:45;Travel Department;KS9688;01.09.17;05.09.17;
check if expense documents exist;3425;06.09.17 07:07;06.09.17 07:10;Employee;TE1793;01.09.17;05.09.17;
file travel expense report;3425;06.09.17 07:10;06.09.17 07:22;Employee;TE1793;01.09.17;05.09.17;
confirm travel expense report;3425;06.09.17 07:22;06.09.17 07:26;Employee;TE1793;01.09.17;05.09.17;
decide on travel expense approval;3425;06.09.17 13:59;06.09.17 14:00;Manager;TF7102;01.09.17;05.09.17;
send original documents to archive;3425;14.09.17 22:57;14.09.17 23:32;Employee;TE1793;01.09.17;05.09.17;
calculate payments;3425;25.09.17 11:02;25.09.17 11:35;Accounting;VA7847;01.09.17;05.09.17;407,23
pay expenses;3425;05.10.17 09:09;05.10.17 09:12;Accounting;VA7847;01.09.17;05.09.17;223,23
file travel request;3429;03.05.17 22:21;03.05.17 22:24;Employee;TC9544;06.09.17;10.09.17;418,26
check if travel request needs preliminary price inquiry;3429;03.05.17 22:24;03.05.17 22:25;;;06.09.17;10.09.17;
decide on approval requirements;3429;03.05.17 22:25;03.05.17 22:26;;;06.09.17;10.09.17;
forward request to approver;3429;03.05.17 22:26;03.05.17 22:26;;;06.09.17;10.09.17;
check if booking is necessary;3429;11.05.17 13:12;11.05.17 13:13;Travel Department;AW2532;06.09.17;10.09.17;
prepare booking proposal;3429;18.05.17 16:02;18.05.17 17:03;Travel Department;AW2532;06.09.17;10.09.17;
send booking proposal to employee;3429;26.05.17 16:51;26.05.17 16:54;Travel Department;AW2532;06.09.17;10.09.17;
check booking proposal;3429;26.05.17 20:14;26.05.17 20:16;Employee;TC9544;06.09.17;10.09.17;
check if travel request is still needed and up to date;3429;29.05.17 07:19;29.05.17 08:02;Employee;TC9544;06.09.17;10.09.17;
request update of the booking proposal;3429;29.05.17 08:02;29.05.17 08:02;Employee;TC9544;06.09.17;10.09.17;
prepare booking proposal;3429;06.06.17 12:45;06.06.17 14:39;Travel Department;AW2532;06.09.17;10.09.17;
send booking proposal to employee;3429;14.06.17 16:47;14.06.17 16:50;Travel Department;AW2532;06.09.17;10.09.17;
check booking proposal;3429;14.06.17 20:14;14.06.17 20:25;Employee;TC9544;06.09.17;10.09.17;
book travel;3429;23.06.17 08:59;23.06.17 11:55;Travel Department;AW2532;06.09.17;10.09.17;
check if expense documents exist;3429;15.09.17 17:03;15.09.17 18:10;Employee;TC9544;06.09.17;10.09.17;
file travel expense report;3429;15.09.17 18:10;15.09.17 18:15;Employee;TC9544;06.09.17;10.09.17;
confirm travel expense report;3429;15.09.17 18:15;15.09.17 18:19;Employee;TC9544;06.09.17;10.09.17;
decide on travel expense approval;3429;18.09.17 13:59;18.09.17 14:04;Manager;MA6233;06.09.17;10.09.17;
send request for travel expense correction;3429;18.09.17 14:04;18.09.17 14:05;;;06.09.17;10.09.17;
correct travel expense report;3429;21.09.17 22:57;21.09.17 23:41;Employee;TC9544;06.09.17;10.09.17;
decide on travel expense approval;3429;22.09.17 13:59;22.09.17 14:05;Manager;MA6233;06.09.17;10.09.17;
send request for travel expense correction;3429;22.09.17 14:05;22.09.17 14:06;;;06.09.17;10.09.17;
correct travel expense report;3429;27.09.17 20:22;27.09.17 21:17;Employee;TC9544;06.09.17;10.09.17;
decide on travel expense approval;3429;28.09.17 13:59;28.09.17 14:03;Manager;MA6233;06.09.17;10.09.17;
send original documents to archive;3429;16.10.17 06:59;16.10.17 07:07;Employee;TC9544;06.09.17;10.09.17;
calculate payments;3429;07.11.17 09:37;07.11.17 08:54;Accounting;JK6642;06.09.17;10.09.17;389,42
pay expenses;3429;29.11.17 13:23;29.11.17 13:34;Accounting;JK6642;06.09.17;10.09.17;46,42
file travel request;3432;04.05.17 06:59;04.05.17 07:10;Employee;TJ5159;23.09.17;26.09.17;455,25
check if travel request needs preliminary price inquiry;3432;04.05.17 07:10;04.05.17 07:10;;;23.09.17;26.09.17;
decide on approval requirements;3432;04.05.17 07:10;04.05.17 07:11;;;23.09.17;26.09.17;
check if booking is necessary;3432;11.05.17 13:13;11.05.17 13:18;Travel Department;NV2279;23.09.17;26.09.17;
prepare booking proposal;3432;18.05.17 16:13;18.05.17 18:15;Travel Department;NV2279;23.09.17;26.09.17;
send booking proposal to employee;3432;26.05.17 16:57;26.05.17 17:01;Travel Department;NV2279;23.09.17;26.09.17;
check booking proposal;3432;29.05.17 06:59;29.05.17 07:01;Employee;TJ5159;23.09.17;26.09.17;
check if travel request is still needed and up to date;3432;01.06.17 15:02;01.06.17 15:09;Employee;TJ5159;23.09.17;26.09.17;
request update of the booking proposal;3432;01.06.17 15:09;01.06.17 15:09;Employee;TJ5159;23.09.17;26.09.17;
prepare booking proposal;3432;09.06.17 15:46;09.06.17 17:46;Travel Department;NV2279;23.09.17;26.09.17;
send booking proposal to employee;3432;20.06.17 08:59;20.06.17 09:00;Travel Department;NV2279;23.09.17;26.09.17;
check booking proposal;3432;20.06.17 09:33;20.06.17 09:35;Employee;TJ5159;23.09.17;26.09.17;
book travel;3432;28.06.17 14:31;28.06.17 17:34;Travel Department;NV2279;23.09.17;26.09.17;
check if expense documents exist;3432;06.10.17 06:59;06.10.17 07:26;Employee;TJ5159;23.09.17;26.09.17;
upload travel expense documents;3432;06.10.17 07:26;06.10.17 07:37;Employee;TJ5159;23.09.17;26.09.17;
file travel expense report;3432;06.10.17 07:37;06.10.17 07:47;Employee;TJ5159;23.09.17;26.09.17;
confirm travel expense report;3432;06.10.17 07:47;06.10.17 07:49;Employee;TJ5159;23.09.17;26.09.17;
decide on travel expense approval;3432;06.10.17 14:02;06.10.17 14:04;Manager;CN787;23.09.17;26.09.17;
send original documents to archive;3432;16.10.17 06:59;16.10.17 07:28;Employee;TJ5159;23.09.17;26.09.17;
calculate payments;3432;15.11.17 08:59;15.11.17 08:40;Accounting;FQ3758;23.09.17;26.09.17;405,38
pay expenses;3432;20.11.17 07:59;20.11.17 08:09;Accounting;FQ3758;23.09.17;26.09.17;63,38
file travel request;3435;04.05.17 07:22;04.05.17 07:36;Employee;CH3261;07.07.17;09.07.17;190,51
check if travel request needs preliminary price inquiry;3435;04.05.17 07:36;04.05.17 07:36;;;07.07.17;09.07.17;
prepare booking proposal;3435;11.05.17 13:28;11.05.17 15:28;Travel Department;JV9257;07.07.17;09.07.17;
send booking proposal to employee;3435;19.05.17 09:52;19.05.17 09:55;Travel Department;JV9257;07.07.17;09.07.17;
check booking proposal;3435;19.05.17 11:51;19.05.17 11:54;Employee;CH3261;07.07.17;09.07.17;
check if price inquiry is still needed and up to date;3435;22.05.17 08:22;22.05.17 08:32;Employee;CH3261;07.07.17;09.07.17;
request update of the booking proposal;3435;22.05.17 08:32;22.05.17 08:32;Employee;CH3261;07.07.17;09.07.17;
prepare booking proposal;3435;30.05.17 10:42;30.05.17 11:50;Travel Department;JV9257;07.07.17;09.07.17;
send booking proposal to employee;3435;07.06.17 14:02;07.06.17 14:04;Travel Department;JV9257;07.07.17;09.07.17;
check booking proposal;3435;07.06.17 18:30;07.06.17 18:36;Employee;CH3261;07.07.17;09.07.17;
transform price inquiry to travel request;3435;07.06.17 18:45;07.06.17 18:45;Employee;CH3261;07.07.17;09.07.17;
decide on approval requirements;3435;07.06.17 18:45;07.06.17 18:46;;;07.07.17;09.07.17;
check if booking is necessary;3435;16.06.17 12:48;16.06.17 12:57;Travel Department;JV9257;07.07.17;09.07.17;
check if expense documents exist;3435;17.07.17 06:59;17.07.17 07:17;Employee;CH3261;07.07.17;09.07.17;
file travel expense report;3435;17.07.17 07:17;17.07.17 07:45;Employee;CH3261;07.07.17;09.07.17;
confirm travel expense report;3435;17.07.17 07:45;17.07.17 07:48;Employee;CH3261;07.07.17;09.07.17;
decide on travel expense approval;3435;17.07.17 14:05;17.07.17 14:08;Manager;LV1269;07.07.17;09.07.17;
send request for travel expense correction;3435;17.07.17 14:08;17.07.17 14:10;;;07.07.17;09.07.17;
correct travel expense report;3435;20.07.17 07:20;20.07.17 08:05;Employee;CH3261;07.07.17;09.07.17;
decide on travel expense approval;3435;20.07.17 13:59;20.07.17 14:06;Manager;LV1269;07.07.17;09.07.17;
send request for travel expense correction;3435;20.07.17 14:06;20.07.17 14:07;;;07.07.17;09.07.17;
correct travel expense report;3435;25.07.17 18:11;25.07.17 18:38;Employee;CH3261;07.07.17;09.07.17;
decide on travel expense approval;3435;26.07.17 13:59;26.07.17 14:05;Manager;LV1269;07.07.17;09.07.17;
send original documents to archive;3435;31.07.17 06:59;31.07.17 07:49;Employee;CH3261;07.07.17;09.07.17;
calculate payments;3435;11.09.17 08:59;11.09.17 09:13;Accounting;FI12;07.07.17;09.07.17;147,69
pay expenses;3435;15.09.17 09:11;15.09.17 09:15;Accounting;FI12;07.07.17;09.07.17;147,69
file travel request;3467;08.05.17 06:59;08.05.17 07:20;Employee;HE6617;04.10.17;08.10.17;435,48
check if travel request needs preliminary price inquiry;3467;08.05.17 07:20;08.05.17 07:21;;;04.10.17;08.10.17;
prepare booking proposal;3467;15.05.17 12:47;15.05.17 14:29;Travel Department;NV2279;04.10.17;08.10.17;
send booking proposal to employee;3467;23.05.17 14:44;23.05.17 14:50;Travel Department;NV2279;04.10.17;08.10.17;
check booking proposal;3467;23.05.17 19:00;23.05.17 19:12;Employee;HE6617;04.10.17;08.10.17;
transform price inquiry to travel request;3467;23.05.17 19:15;23.05.17 19:15;Employee;HE6617;04.10.17;08.10.17;
decide on approval requirements;3467;23.05.17 19:15;23.05.17 19:16;;;04.10.17;08.10.17;
check if booking is necessary;3467;31.05.17 15:47;31.05.17 15:53;Travel Department;NV2279;04.10.17;08.10.17;
prepare booking proposal;3467;08.06.17 15:30;08.06.17 17:14;Travel Department;NV2279;04.10.17;08.10.17;
send booking proposal to employee;3467;19.06.17 11:22;19.06.17 11:25;Travel Department;NV2279;04.10.17;08.10.17;
check booking proposal;3467;19.06.17 15:26;19.06.17 15:29;Employee;HE6617;04.10.17;08.10.17;
check if travel request is still needed and up to date;3467;22.06.17 22:00;22.06.17 22:31;Employee;HE6617;04.10.17;08.10.17;
request update of the booking proposal;3467;22.06.17 22:31;22.06.17 22:31;Employee;HE6617;04.10.17;08.10.17;
prepare booking proposal;3467;10.07.17 11:49;10.07.17 12:11;Travel Department;NV2279;04.10.17;08.10.17;
send booking proposal to employee;3467;20.07.17 15:40;20.07.17 15:43;Travel Department;NV2279;04.10.17;08.10.17;
check booking proposal;3467;20.07.17 16:37;20.07.17 16:45;Employee;HE6617;04.10.17;08.10.17;
book travel;3467;01.08.17 09:04;01.08.17 10:16;Travel Department;NV2279;04.10.17;08.10.17;
check if expense documents exist;3467;18.10.17 16:24;18.10.17 16:48;Employee;HE6617;04.10.17;08.10.17;
upload travel expense documents;3467;18.10.17 16:48;18.10.17 17:05;Employee;HE6617;04.10.17;08.10.17;
file travel expense report;3467;18.10.17 17:05;18.10.17 17:09;Employee;HE6617;04.10.17;08.10.17;
confirm travel expense report;3467;18.10.17 17:09;18.10.17 17:11;Employee;HE6617;04.10.17;08.10.17;
decide on travel expense approval;3467;19.10.17 13:59;19.10.17 14:03;Manager;MA6233;04.10.17;08.10.17;
send original documents to archive;3467;01.11.17 09:52;01.11.17 09:49;Employee;HE6617;04.10.17;08.10.17;
calculate payments;3467;12.12.17 14:20;12.12.17 14:09;Accounting;FI12;04.10.17;08.10.17;440,46
pay expenses;3467;22.12.17 13:37;22.12.17 13:45;Accounting;FI12;04.10.17;08.10.17;427,46
file travel request;3471;08.05.17 06:59;08.05.17 07:34;Employee;AV6058;18.07.17;21.07.17;283,44
check if travel request needs preliminary price inquiry;3471;08.05.17 07:34;08.05.17 07:34;;;18.07.17;21.07.17;
decide on approval requirements;3471;08.05.17 07:34;08.05.17 07:35;;;18.07.17;21.07.17;
check if booking is necessary;3471;15.05.17 14:28;15.05.17 14:29;Travel Department;KS9688;18.07.17;21.07.17;
check if expense documents exist;3471;31.07.17 06:59;31.07.17 07:17;Employee;AV6058;18.07.17;21.07.17;
upload travel expense documents;3471;31.07.17 07:17;31.07.17 07:20;Employee;AV6058;18.07.17;21.07.17;
file travel expense report;3471;31.07.17 07:20;31.07.17 07:25;Employee;AV6058;18.07.17;21.07.17;
confirm travel expense report;3471;31.07.17 07:25;31.07.17 07:29;Employee;AV6058;18.07.17;21.07.17;
decide on travel expense approval;3471;31.07.17 14:02;31.07.17 14:04;Manager;MU7591;18.07.17;21.07.17;
send original documents to archive;3471;01.08.17 11:19;01.08.17 11:35;Employee;AV6058;18.07.17;21.07.17;
calculate payments;3471;15.08.17 08:59;15.08.17 09:14;Accounting;VA7847;18.07.17;21.07.17;242,36
pay expenses;3471;04.09.17 09:32;04.09.17 09:36;Accounting;VA7847;18.07.17;21.07.17;242,36
file travel request;3474;08.05.17 06:59;08.05.17 07:04;Employee;TC1862;21.07.17;23.07.17;450,91
check if travel request needs preliminary price inquiry;3474;08.05.17 07:04;08.05.17 07:04;;;21.07.17;23.07.17;
decide on approval requirements;3474;08.05.17 07:04;08.05.17 07:06;;;21.07.17;23.07.17;
check if booking is necessary;3474;15.05.17 10:43;15.05.17 10:44;Travel Department;WG5857;21.07.17;23.07.17;
prepare booking proposal;3474;23.05.17 11:05;23.05.17 12:13;Travel Department;WG5857;21.07.17;23.07.17;
send booking proposal to employee;3474;31.05.17 12:45;31.05.17 12:47;Travel Department;WG5857;21.07.17;23.07.17;
check booking proposal;3474;31.05.17 14:40;31.05.17 14:47;Employee;TC1862;21.07.17;23.07.17;
book travel;3474;08.06.17 13:43;08.06.17 15:23;Travel Department;WG5857;21.07.17;23.07.17;
check if expense documents exist;3474;24.07.17 11:31;24.07.17 11:50;Employee;TC1862;21.07.17;23.07.17;
file travel expense report;3474;24.07.17 11:50;24.07.17 11:53;Employee;TC1862;21.07.17;23.07.17;
confirm travel expense report;3474;24.07.17 11:53;24.07.17 11:56;Employee;TC1862;21.07.17;23.07.17;
decide on travel expense approval;3474;24.07.17 14:11;24.07.17 14:12;Manager;MA6233;21.07.17;23.07.17;
send request for travel expense correction;3474;24.07.17 14:12;24.07.17 14:13;;;21.07.17;23.07.17;
correct travel expense report;3474;03.08.17 06:59;03.08.17 07:26;Employee;TC1862;21.07.17;23.07.17;
decide on travel expense approval;3474;03.08.17 13:59;03.08.17 14:02;Manager;MA6233;21.07.17;23.07.17;
send original documents to archive;3474;11.08.17 12:54;11.08.17 13:21;Employee;TC1862;21.07.17;23.07.17;
calculate payments;3474;28.09.17 09:28;28.09.17 09:53;Accounting;WO40;21.07.17;23.07.17;459,15
pay expenses;3474;17.10.17 12:09;17.10.17 12:18;Accounting;WO40;21.07.17;23.07.17;118,15
file travel request;3480;08.05.17 06:59;08.05.17 07:19;Employee;AB8024;01.07.17;04.07.17;360,25
check if travel request needs preliminary price inquiry;3480;08.05.17 07:19;08.05.17 07:19;;;01.07.17;04.07.17;
decide on approval requirements;3480;08.05.17 07:19;08.05.17 07:20;;;01.07.17;04.07.17;
check if booking is necessary;3480;15.05.17 12:44;15.05.17 12:50;Travel Department;NV2279;01.07.17;04.07.17;
prepare booking proposal;3480;23.05.17 13:49;23.05.17 14:54;Travel Department;NV2279;01.07.17;04.07.17;
send booking proposal to employee;3480;31.05.17 13:06;31.05.17 13:06;Travel Department;NV2279;01.07.17;04.07.17;
check booking proposal;3480;31.05.17 19:16;31.05.17 19:24;Employee;AB8024;01.07.17;04.07.17;
book travel;3480;09.06.17 09:48;09.06.17 11:55;Travel Department;NV2279;01.07.17;04.07.17;
check if expense documents exist;3480;05.07.17 06:59;05.07.17 07:45;Employee;AB8024;01.07.17;04.07.17;
upload travel expense documents;3480;05.07.17 07:45;05.07.17 07:56;Employee;AB8024;01.07.17;04.07.17;
file travel expense report;3480;05.07.17 07:56;05.07.17 08:12;Employee;AB8024;01.07.17;04.07.17;
confirm travel expense report;3480;05.07.17 08:12;05.07.17 08:13;Employee;AB8024;01.07.17;04.07.17;
decide on travel expense approval;3480;05.07.17 14:00;05.07.17 14:05;Manager;OX4346;01.07.17;04.07.17;
send original documents to archive;3480;20.07.17 06:59;20.07.17 07:22;Employee;AB8024;01.07.17;04.07.17;
calculate payments;3480;27.07.17 13:08;27.07.17 13:29;Accounting;FI12;01.07.17;04.07.17;357,38
pay expenses;3480;07.08.17 10:20;07.08.17 10:28;Accounting;FI12;01.07.17;04.07.17;289,38
file travel request;3482;08.05.17 06:59;08.05.17 07:07;Employee;LD5149;02.07.17;02.07.17;50,31
check if travel request needs preliminary price inquiry;3482;08.05.17 07:07;08.05.17 07:08;;;02.07.17;02.07.17;
prepare booking proposal;3482;15.05.17 10:46;15.05.17 11:27;Travel Department;JV9257;02.07.17;02.07.17;
send booking proposal to employee;3482;23.05.17 12:13;23.05.17 12:15;Travel Department;JV9257;02.07.17;02.07.17;
check booking proposal;3482;23.05.17 18:19;23.05.17 18:20;Employee;LD5149;02.07.17;02.07.17;
transform price inquiry to travel request;3482;23.05.17 18:26;23.05.17 18:26;Employee;LD5149;02.07.17;02.07.17;
decide on approval requirements;3482;23.05.17 18:26;23.05.17 18:27;;;02.07.17;02.07.17;
check if booking is necessary;3482;31.05.17 15:42;31.05.17 15:47;Travel Department;JV9257;02.07.17;02.07.17;
check if expense documents exist;3482;04.07.17 16:36;04.07.17 17:16;Employee;LD5149;02.07.17;02.07.17;
upload travel expense documents;3482;04.07.17 17:16;04.07.17 17:32;Employee;LD5149;02.07.17;02.07.17;
file travel expense report;3482;04.07.17 17:32;04.07.17 17:43;Employee;LD5149;02.07.17;02.07.17;
confirm travel expense report;3482;04.07.17 17:43;04.07.17 17:45;Employee;LD5149;02.07.17;02.07.17;
