stage;activity;case;start;end;case start;case end;previous;current;waiting_time_day;waiting_time_min;activity_duration_min;total_min;total_days;previous;case_aggregate_min;case_aggregate_days;type;user;till_trip_starts;travel_start;travel_end;travel_duration;since_trip_end;cost;kind_of_non-conformance
reporting;confirm travel expense report;3674;01.11.17 09:16;01.11.17 09:18;NO;NO;file travel expense report;confirm travel expense report;0;0;2;2;0;239177;239179;166,1;Employee;OV475;;25.10.17;25.10.17;0;7,39;;truly non-conforming
reporting;decide on travel expense approval;3674;01.11.17 13:04;01.11.17 13:06;NO;NO;confirm travel expense report;decide on travel expense approval;0,16;226;2;228;0,16;239179;239407;166,25;Manager;MA6233;;25.10.17;25.10.17;0;7,54;;truly non-conforming
reporting;send original documents to archive;3674;20.11.17 05:59;20.11.17 06:47;NO;NO;decide on travel expense approval;send original documents to archive;18,7;26933;48;26981;18,74;239407;266388;184,99;Employee;OV475;;25.10.17;25.10.17;0;26,25;;truly non-conforming
reporting;calculate payments;3674;22.11.17 08:29;22.11.17 08:52;NO;NO;send original documents to archive;calculate payments;2,07;2982;23;3005;2,09;266388;269393;187,08;Accounting;JK6642;;25.10.17;25.10.17;0;28,35;34,49;truly non-conforming
reporting;pay expenses;3674;07.12.17 07:59;07.12.17 08:06;NO;YES;calculate payments;pay expenses;14,96;21547;7;21554;14,97;269393;290947;202,05;Accounting;JK6642;;25.10.17;25.10.17;0;43,33;28,49;truly non-conforming
planning;file travel request;3685;19.05.17 22:15;19.05.17 22:33;YES;NO;pay expenses;file travel request;;;18;18;0,01;;18;0,01;Employee;OV6637;60,06;19.07.17;22.07.17;3;;453,91;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3685;19.05.17 22:33;19.05.17 22:33;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;18;18;0,01;;;60,06;19.07.17;22.07.17;3;;;truly non-conforming
planning;decide on approval requirements;3685;19.05.17 22:33;19.05.17 22:35;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;2;2;0;18;20;0,01;;;60,06;19.07.17;22.07.17;3;;;truly non-conforming
planning;check if booking is necessary;3685;29.05.17 14:58;29.05.17 15:03;NO;NO;decide on approval requirements;check if booking is necessary;9,68;13943;5;13948;9,69;20;13968;9,7;Travel Department;NV2279;50,37;19.07.17;22.07.17;3;;;truly non-conforming
reporting;check if expense documents exist;3685;24.07.17 06:59;24.07.17 07:46;NO;NO;check if booking is necessary;check if expense documents exist;55,66;80156;47;80203;55,7;13968;94171;65,4;Employee;OV6637;;19.07.17;22.07.17;3;2,29;;truly non-conforming
reporting;upload travel expense documents;3685;24.07.17 07:46;24.07.17 07:57;NO;NO;check if expense documents exist;upload travel expense documents;0;0;11;11;0,01;94171;94182;65,4;Employee;OV6637;;19.07.17;22.07.17;3;2,32;;truly non-conforming
reporting;file travel expense report;3685;24.07.17 07:57;24.07.17 08:12;NO;NO;upload travel expense documents;file travel expense report;0;0;15;15;0,01;94182;94197;65,41;Employee;OV6637;;19.07.17;22.07.17;3;2,33;;truly non-conforming
reporting;confirm travel expense report;3685;24.07.17 08:12;24.07.17 08:13;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;94197;94198;65,42;Employee;OV6637;;19.07.17;22.07.17;3;2,34;;truly non-conforming
reporting;decide on travel expense approval;3685;24.07.17 14:10;24.07.17 14:11;NO;NO;confirm travel expense report;decide on travel expense approval;0,25;357;1;358;0,25;94198;94556;65,66;Manager;OX4346;;19.07.17;22.07.17;3;2,59;;truly non-conforming
reporting;send original documents to archive;3685;27.07.17 15:12;27.07.17 15:49;NO;NO;decide on travel expense approval;send original documents to archive;3,04;4381;37;4418;3,07;94556;98974;68,73;Employee;OV6637;;19.07.17;22.07.17;3;5,63;;truly non-conforming
reporting;calculate payments;3685;14.08.17 09:15;14.08.17 09:32;NO;NO;send original documents to archive;calculate payments;17,73;25526;17;25543;17,74;98974;124517;86,47;Accounting;FI12;;19.07.17;22.07.17;3;23,39;474,13;truly non-conforming
reporting;pay expenses;3685;29.08.17 08:59;29.08.17 09:08;NO;YES;calculate payments;pay expenses;14,98;21567;9;21576;14,98;124517;146093;101,45;Accounting;FI12;;19.07.17;22.07.17;3;38,37;474,13;truly non-conforming
planning;file travel request;3696;22.05.17 06:59;22.05.17 07:08;YES;NO;send original documents to archive;file travel request;;;9;9;0,01;;9;0,01;Employee;DY1868;92,7;23.08.17;27.08.17;4;;1187,65;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3696;22.05.17 07:08;22.05.17 07:08;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;9;9;0,01;;;92,7;23.08.17;27.08.17;4;;;truly non-conforming
planning;decide on approval requirements;3696;22.05.17 07:08;22.05.17 07:08;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;0;0;0;9;9;0,01;;;92,7;23.08.17;27.08.17;4;;;truly non-conforming
planning;forward request to approver;3696;22.05.17 07:08;22.05.17 07:09;NO;NO;decide on approval requirements;forward request to approver;0;0;1;1;0;9;10;0,01;;;92,7;23.08.17;27.08.17;4;;;truly non-conforming
planning;decide on request;3696;22.05.17 13:59;22.05.17 14:01;NO;NO;forward request to approver;decide on request;0,28;410;2;412;0,29;10;422;0,29;Manager;CN787;92,42;23.08.17;27.08.17;4;;;truly non-conforming
planning;check if booking is necessary;3696;30.05.17 15:23;30.05.17 15:24;NO;NO;decide on request;check if booking is necessary;8,06;11602;1;11603;8,06;422;12025;8,35;Travel Department;KS9688;84,36;23.08.17;27.08.17;4;;;truly non-conforming
reporting;check if expense documents exist;3696;29.08.17 10:29;29.08.17 10:42;NO;NO;check if booking is necessary;check if expense documents exist;90,8;130745;13;130758;90,8;12025;142783;99,15;Employee;DY1868;;23.08.17;27.08.17;4;2,44;;truly non-conforming
reporting;upload travel expense documents;3696;29.08.17 10:42;29.08.17 10:49;NO;NO;check if expense documents exist;upload travel expense documents;0;0;7;7;0;142783;142790;99,16;Employee;DY1868;;23.08.17;27.08.17;4;2,45;;truly non-conforming
reporting;file travel expense report;3696;29.08.17 10:49;29.08.17 10:55;NO;NO;upload travel expense documents;file travel expense report;0;0;6;6;0;142790;142796;99,16;Employee;DY1868;;23.08.17;27.08.17;4;2,45;;truly non-conforming
reporting;confirm travel expense report;3696;29.08.17 10:55;29.08.17 10:57;NO;NO;file travel expense report;confirm travel expense report;0;0;2;2;0;142796;142798;99,17;Employee;DY1868;;23.08.17;27.08.17;4;2,45;;truly non-conforming
reporting;decide on travel expense approval;3696;29.08.17 14:01;29.08.17 14:02;NO;NO;confirm travel expense report;decide on travel expense approval;0,13;184;1;185;0,13;142798;142983;99,29;Manager;CN787;;23.08.17;27.08.17;4;2,58;;truly non-conforming
reporting;send request for travel expense correction;3696;29.08.17 14:02;29.08.17 14:03;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;1;1;0;142983;142984;99,29;;;;23.08.17;27.08.17;4;2,58;;truly non-conforming
reporting;correct travel expense report;3696;01.09.17 17:02;01.09.17 17:58;NO;NO;send request for travel expense correction;correct travel expense report;3,12;4499;56;4555;3,16;142984;147539;102,46;Employee;DY1868;;23.08.17;27.08.17;4;5,71;;truly non-conforming
reporting;decide on travel expense approval;3696;04.09.17 13:59;04.09.17 14:02;NO;NO;correct travel expense report;decide on travel expense approval;2,83;4081;3;4084;2,84;147539;151623;105,29;Manager;CN787;;23.08.17;27.08.17;4;8,58;;truly non-conforming
reporting;send original documents to archive;3696;25.09.17 06:59;25.09.17 07:18;NO;NO;decide on travel expense approval;send original documents to archive;20,71;29817;19;29836;20,72;151623;181459;126,01;Employee;DY1868;;23.08.17;27.08.17;4;29,29;;truly non-conforming
reporting;calculate payments;3696;02.10.17 10:56;02.10.17 11:19;NO;NO;send original documents to archive;calculate payments;7,15;10298;23;10321;7,17;181459;191780;133,18;Accounting;FQ3758;;23.08.17;27.08.17;4;36,46;1130,88;truly non-conforming
reporting;pay expenses;3696;17.10.17 09:11;17.10.17 09:22;NO;YES;calculate payments;pay expenses;14,91;21472;11;21483;14,92;191780;213263;148,1;Accounting;FQ3758;;23.08.17;27.08.17;4;51,38;1130,88;truly non-conforming
planning;file travel request;3697;22.05.17 06:59;22.05.17 07:06;YES;NO;pay expenses;file travel request;;;7;7;0;;7;0;Employee;JE522;65,7;27.07.17;28.07.17;1;;368,37;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3697;22.05.17 07:06;22.05.17 07:07;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;7;8;0,01;;;65,7;27.07.17;28.07.17;1;;;truly non-conforming
planning;prepare booking proposal;3697;29.05.17 15:52;29.05.17 17:43;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;7,36;10605;111;10716;7,44;8;10724;7,45;Travel Department;AW2532;58,26;27.07.17;28.07.17;1;;;truly non-conforming
planning;send booking proposal to employee;3697;07.06.17 08:59;07.06.17 09:01;NO;NO;prepare booking proposal;send booking proposal to employee;8,64;12436;2;12438;8,64;10724;23162;16,08;Travel Department;AW2532;49,62;27.07.17;28.07.17;1;;;truly non-conforming
planning;check booking proposal;3697;07.06.17 10:47;07.06.17 10:55;NO;NO;send booking proposal to employee;check booking proposal;0,07;106;8;114;0,08;23162;23276;16,16;Employee;JE522;49,55;27.07.17;28.07.17;1;;;truly non-conforming
planning;transform price inquiry to travel request;3697;07.06.17 11:02;07.06.17 11:02;NO;NO;check booking proposal;transform price inquiry to travel request;0;7;0;7;0;23276;23283;16,17;Employee;JE522;49,54;27.07.17;28.07.17;1;;;truly non-conforming
planning;decide on approval requirements;3697;07.06.17 11:02;07.06.17 11:02;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;0;0;0;23283;23283;16,17;;;49,54;27.07.17;28.07.17;1;;;truly non-conforming
planning;check if booking is necessary;3697;15.06.17 12:42;15.06.17 12:46;NO;NO;decide on approval requirements;check if booking is necessary;8,07;11620;4;11624;8,07;23283;34907;24,24;Travel Department;AW2532;41,47;27.07.17;28.07.17;1;;;truly non-conforming
reporting;check if expense documents exist;3697;10.08.17 12:25;10.08.17 13:23;NO;NO;check if booking is necessary;check if expense documents exist;55,99;80619;58;80677;56,03;34907;115584;80,27;Employee;JE522;;27.07.17;28.07.17;1;13,52;;truly non-conforming
reporting;file travel expense report;3697;10.08.17 13:23;10.08.17 13:33;NO;NO;check if expense documents exist;file travel expense report;0;0;10;10;0,01;115584;115594;80,27;Employee;JE522;;27.07.17;28.07.17;1;13,56;;truly non-conforming
reporting;confirm travel expense report;3697;10.08.17 13:33;10.08.17 13:34;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;115594;115595;80,27;Employee;JE522;;27.07.17;28.07.17;1;13,56;;truly non-conforming
reporting;decide on travel expense approval;3697;10.08.17 14:02;10.08.17 14:03;NO;NO;confirm travel expense report;decide on travel expense approval;0,02;28;1;29;0,02;115595;115624;80,29;Manager;OX4346;;27.07.17;28.07.17;1;13,58;;truly non-conforming
reporting;send original documents to archive;3697;28.08.17 06:59;28.08.17 07:22;NO;NO;decide on travel expense approval;send original documents to archive;17,71;25496;23;25519;17,72;115624;141143;98,02;Employee;JE522;;27.07.17;28.07.17;1;31,29;;truly non-conforming
reporting;calculate payments;3697;22.09.17 16:00;22.09.17 16:54;NO;NO;send original documents to archive;calculate payments;25,36;36518;54;36572;25,4;141143;177715;123,41;Accounting;GR7476;;27.07.17;28.07.17;1;56,67;355,53;truly non-conforming
reporting;pay expenses;3697;25.09.17 11:26;25.09.17 11:29;NO;YES;calculate payments;pay expenses;2,77;3992;3;3995;2,77;177715;181710;126,19;Accounting;GR7476;;27.07.17;28.07.17;1;59,48;355,53;truly non-conforming
planning;file travel request;3702;22.05.17 06:59;22.05.17 07:18;YES;NO;pay expenses;file travel request;;;19;19;0,01;;19;0,01;Employee;WK3041;97,7;28.08.17;31.08.17;3;;401,46;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3702;22.05.17 07:18;22.05.17 07:19;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;19;20;0,01;;;97,7;28.08.17;31.08.17;3;;;truly non-conforming
planning;decide on approval requirements;3702;22.05.17 07:19;22.05.17 07:20;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;1;1;0;20;21;0,01;;;97,69;28.08.17;31.08.17;3;;;truly non-conforming
planning;check if booking is necessary;3702;30.05.17 09:21;30.05.17 09:25;NO;NO;decide on approval requirements;check if booking is necessary;8,08;11641;4;11645;8,09;21;11666;8,1;Travel Department;NV2279;89,61;28.08.17;31.08.17;3;;;truly non-conforming
reporting;check if expense documents exist;3702;04.09.17 06:59;04.09.17 07:54;NO;NO;check if booking is necessary;check if expense documents exist;96,9;139534;55;139589;96,94;11666;151255;105,04;Employee;WK3041;;28.08.17;31.08.17;3;4,29;;truly non-conforming
reporting;upload travel expense documents;3702;04.09.17 07:54;04.09.17 08:08;NO;NO;check if expense documents exist;upload travel expense documents;0;0;14;14;0,01;151255;151269;105,05;Employee;WK3041;;28.08.17;31.08.17;3;4,33;;truly non-conforming
reporting;file travel expense report;3702;04.09.17 08:08;04.09.17 08:15;NO;NO;upload travel expense documents;file travel expense report;0;0;7;7;0;151269;151276;105,05;Employee;WK3041;;28.08.17;31.08.17;3;4,34;;truly non-conforming
reporting;confirm travel expense report;3702;04.09.17 08:15;04.09.17 08:15;NO;NO;file travel expense report;confirm travel expense report;0;0;0;0;0;151276;151276;105,05;Employee;WK3041;;28.08.17;31.08.17;3;4,34;;truly non-conforming
reporting;decide on travel expense approval;3702;04.09.17 14:09;04.09.17 14:09;NO;NO;confirm travel expense report;decide on travel expense approval;0,25;354;0;354;0,25;151276;151630;105,3;Manager;MV9004;;28.08.17;31.08.17;3;4,59;;truly non-conforming
reporting;send request for travel expense correction;3702;04.09.17 14:09;04.09.17 14:10;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;1;1;0;151630;151631;105,3;;;;28.08.17;31.08.17;3;4,59;;truly non-conforming
reporting;correct travel expense report;3702;11.09.17 06:59;11.09.17 07:13;NO;NO;send request for travel expense correction;correct travel expense report;6,7;9649;14;9663;6,71;151631;161294;112,01;Employee;WK3041;;28.08.17;31.08.17;3;11,29;;truly non-conforming
reporting;decide on travel expense approval;3702;11.09.17 13:59;11.09.17 14:01;NO;NO;correct travel expense report;decide on travel expense approval;0,28;406;2;408;0,28;161294;161702;112,29;Manager;MV9004;;28.08.17;31.08.17;3;11,58;;truly non-conforming
reporting;send request for travel expense correction;3702;11.09.17 14:01;11.09.17 14:02;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;1;1;0;161702;161703;112,29;;;;28.08.17;31.08.17;3;11,58;;truly non-conforming
reporting;correct travel expense report;3702;12.09.17 08:08;12.09.17 08:29;NO;NO;send request for travel expense correction;correct travel expense report;0,75;1086;21;1107;0,77;161703;162810;113,06;Employee;WK3041;;28.08.17;31.08.17;3;12,34;;truly non-conforming
reporting;decide on travel expense approval;3702;12.09.17 14:00;12.09.17 14:03;NO;NO;correct travel expense report;decide on travel expense approval;0,23;331;3;334;0,23;162810;163144;113,29;Manager;MV9004;;28.08.17;31.08.17;3;12,58;;truly non-conforming
reporting;send original documents to archive;3702;25.09.17 06:59;25.09.17 07:32;NO;NO;decide on travel expense approval;send original documents to archive;12,71;18296;33;18329;12,73;163144;181473;126,02;Employee;WK3041;;28.08.17;31.08.17;3;25,29;;truly non-conforming
reporting;calculate payments;3702;11.10.17 09:16;11.10.17 09:31;NO;NO;send original documents to archive;calculate payments;16,07;23144;15;23159;16,08;181473;204632;142,11;Accounting;GR7476;;28.08.17;31.08.17;3;41,39;360,37;truly non-conforming
reporting;pay expenses;3702;30.10.17 09:56;30.10.17 09:05;NO;YES;calculate payments;pay expenses;19,02;27385;-51;27334;18,98;204632;231966;161,09;Accounting;GR7476;;28.08.17;31.08.17;3;60,41;360,37;truly non-conforming
planning;file travel request;3707;22.05.17 06:59;22.05.17 07:10;YES;NO;pay expenses;file travel request;;;11;11;0,01;;11;0,01;Employee;MW5484;62,7;24.07.17;26.07.17;2;;294,01;truly non-conforming
planning;check if travel request needs preliminary price inquiry;3707;22.05.17 07:10;22.05.17 07:10;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;11;11;0,01;;;62,7;24.07.17;26.07.17;2;;;truly non-conforming
